listing_id,donor_id,donor_type,food_type,quantity,unit,city,packaging,time_posted,time_since_cooked_mins,donor_reliability,distance_km,ambient_temp_c,freshness_score,pickup_prob,picked_up
L01395,D0126,Restaurant,Cooked Meal,4.8,boxes,Delhi,Covered Tray,2025-09-02 08:01:00,248,Medium,9.92,23.6,0.166,0.479,1
L01396,D0466,Event,Cooked Meal,4.4,plates,Delhi,Airtight,2025-09-01 19:43:00,125,High,0.2,33.7,0.613,0.67,1
L01397,D0094,Society,Cooked Meal,3.8,kg,Bengaluru,Sealed Box,2025-09-04 01:35:00,62,Medium,5.11,28.1,0.529,0.627,1
L01398,D0679,Event,Desserts,3.8,plates,Pune,Sealed Box,2025-09-03 09:32:00,122,Medium,1.71,31.3,0.494,0.64,1
L01399,D0218,Restaurant,Cooked Meal,2.8,boxes,Hyderabad,Sealed Box,2025-09-01 23:35:00,109,Medium,0.2,28.4,0.56,0.556,0
L01400,D0658,Restaurant,Cooked Meal,1.4,kg,Mumbai,Sealed Box,2025-09-01 23:32:00,121,Low,2.97,31.5,0.428,0.495,0
L01401,D0655,Society,Salads,1.4,packs,Chennai,Airtight,2025-09-04 17:30:00,157,Medium,3.48,27.1,0.361,0.596,1
L01402,D0612,Event,Fruits,3.5,packs,Mumbai,Sealed Box,2025-09-02 19:56:00,25,High,0.2,33.2,0.776,0.755,1
L01403,D0022,Society,Fruits,29.7,boxes,Hyderabad,Airtight,2025-09-01 22:20:00,146,Low,3.2,29.6,0.391,0.525,1
L01404,D0052,Society,Desserts,1.5,boxes,Hyderabad,Sealed Box,2025-09-04 08:42:00,128,High,8.52,29.1,0.43,0.522,0
L01405,D0342,Caterer,Desserts,0.5,packs,Chennai,Cloth Wrap,2025-09-04 19:26:00,105,Medium,8.29,29.1,0.246,0.427,1
L01406,D0250,Caterer,Cooked Meal,0.7,plates,Pune,Sealed Box,2025-09-03 19:04:00,102,Low,5.14,29.6,0.34,0.473,0
L01407,D0129,Restaurant,Cooked Meal,0.7,kg,Pune,Covered Tray,2025-09-03 05:57:00,127,High,0.28,32.4,0.476,0.613,1
L01408,D0579,HomeCook,Beverage,19.9,boxes,Hyderabad,Open Tray,2025-09-01 10:15:00,46,High,0.2,33.1,0.441,0.657,1
L01409,D0211,Restaurant,Salads,13.3,boxes,Bengaluru,Open Tray,2025-09-04 22:34:00,9,High,3.08,26.7,0.349,0.544,1
L01410,D0784,Restaurant,Cooked Meal,7.8,kg,Mumbai,Open Tray,2025-09-02 23:41:00,90,Medium,3.26,31.7,0.349,0.584,1
L01411,D0568,Restaurant,Cooked Meal,4.9,boxes,Pune,Covered Tray,2025-09-05 04:51:00,133,High,0.2,26.9,0.476,0.593,0
L01412,D0213,Restaurant,Cooked Meal,7.3,packs,Chennai,Sealed Box,2025-09-01 18:51:00,72,High,2.48,31.2,0.621,0.691,1
L01413,D0601,HomeCook,Cooked Meal,5.3,boxes,Chennai,Covered Tray,2025-09-02 05:16:00,64,Medium,6.34,22.2,0.46,0.473,0
L01414,D0222,Restaurant,Baked Goods,4.0,packs,Delhi,Covered Tray,2025-09-05 07:02:00,19,Medium,0.2,33.5,0.65,0.583,1
L01415,D0337,Bakery,Cooked Meal,4.8,plates,Chennai,Open Tray,2025-09-01 18:28:00,130,Low,7.46,26.3,0.196,0.418,1
L01416,D0793,Society,Cooked Meal,1.5,plates,Bengaluru,Covered Tray,2025-09-01 14:57:00,113,Medium,0.79,22.8,0.432,0.555,1
L01417,D0152,Restaurant,Beverage,0.6,kg,Bengaluru,Sealed Box,2025-09-02 15:57:00,71,Low,1.05,33.4,0.524,0.683,1
L01418,D0611,Restaurant,Desserts,0.5,packs,Hyderabad,Airtight,2025-09-01 12:17:00,175,Low,6.51,29.4,0.321,0.495,1
L01419,D0003,HomeCook,Cooked Meal,11.5,packs,Mumbai,Cloth Wrap,2025-09-01 12:32:00,78,Medium,2.12,28.3,0.32,0.538,1
L01420,D0284,Restaurant,Desserts,6.9,kg,Mumbai,Airtight,2025-09-03 17:56:00,60,High,0.43,30.7,0.744,0.782,0
L01421,D0149,Restaurant,Salads,12.2,packs,Pune,Airtight,2025-09-01 13:48:00,32,High,0.2,27.3,0.568,0.751,0
L01422,D0134,Restaurant,Fruits,2.3,packs,Mumbai,Sealed Box,2025-09-01 08:51:00,143,Low,8.68,32.2,0.389,0.475,0
L01423,D0554,Restaurant,Cooked Meal,1.0,packs,Hyderabad,Open Tray,2025-09-10 15:07:00,37,Low,10.63,24.8,0.308,0.451,1
L01424,D0257,HomeCook,Cooked Meal,4.1,packs,Bengaluru,Covered Tray,2025-09-02 20:46:00,142,Medium,4.02,29.1,0.315,0.412,0
L01425,D0179,Event,Cooked Meal,5.9,kg,Pune,Open Tray,2025-09-05 19:10:00,17,High,0.2,38.7,0.551,0.636,0
L01426,D0113,Restaurant,Cooked Meal,2.6,kg,Pune,Airtight,2025-09-05 11:55:00,158,Low,7.65,29.3,0.29,0.481,1
L01427,D0677,Restaurant,Cooked Meal,0.9,kg,Chennai,Open Tray,2025-09-07 00:30:00,126,Medium,0.2,30.9,0.271,0.378,0
L01428,D0027,Event,Cooked Meal,2.4,plates,Delhi,Open Tray,2025-09-03 21:21:00,50,Low,5.7,20.7,0.285,0.495,1
L01429,D0135,Restaurant,Fruits,10.4,kg,Delhi,Airtight,2025-09-05 16:34:00,79,High,1.59,32.9,0.691,0.628,0
L01430,D0016,Society,Baked Goods,3.1,kg,Pune,Airtight,2025-09-04 02:36:00,130,High,5.49,24.9,0.485,0.587,1
L01431,D0367,HomeCook,Cooked Meal,8.4,boxes,Bengaluru,Airtight,2025-09-03 08:48:00,50,Medium,5.59,25.3,0.601,0.71,1
L01432,D0244,HomeCook,Beverage,5.4,plates,Chennai,Sealed Box,2025-09-03 08:59:00,25,Low,9.51,27.1,0.534,0.623,1
L01433,D0017,HomeCook,Desserts,1.7,plates,Bengaluru,Sealed Box,2025-09-01 11:25:00,28,Medium,6.12,29.5,0.608,0.573,1
L01434,D0179,Event,Cooked Meal,1.9,plates,Chennai,Covered Tray,2025-09-01 07:04:00,129,Medium,0.64,35.4,0.51,0.655,1
L01435,D0272,Society,Fruits,1.6,plates,Pune,Open Tray,2025-09-02 21:08:00,58,Medium,4.78,30.8,0.379,0.564,0
L01436,D0054,HomeCook,Beverage,1.9,kg,Mumbai,Sealed Box,2025-09-04 19:45:00,121,Low,8.57,29.3,0.357,0.45,1
L01437,D0130,Bakery,Cooked Meal,1.6,kg,Pune,Sealed Box,2025-09-02 04:42:00,31,Low,1.25,25.1,0.651,0.582,1
L01438,D0539,Bakery,Beverage,1.0,kg,Bengaluru,Airtight,2025-09-01 13:30:00,159,Medium,7.24,27.8,0.368,0.49,0
L01439,D0117,Society,Cooked Meal,3.5,plates,Mumbai,Airtight,2025-09-06 03:32:00,45,Medium,2.86,31.2,0.64,0.624,0
L01440,D0764,HomeCook,Fruits,2.3,boxes,Delhi,Covered Tray,2025-09-04 19:00:00,88,Low,0.2,25.5,0.491,0.553,1
L01441,D0066,Restaurant,Cooked Meal,2.3,packs,Pune,Sealed Box,2025-09-04 03:29:00,102,Medium,3.61,28.2,0.497,0.56,0
L01442,D0488,Society,Cooked Meal,9.3,packs,Bengaluru,Airtight,2025-09-03 05:53:00,170,Medium,9.88,25.3,0.33,0.558,1
L01443,D0460,Caterer,Salads,1.1,kg,Bengaluru,Covered Tray,2025-09-03 08:03:00,34,Medium,11.97,31.9,0.365,0.547,1
L01444,D0797,Society,Beverage,5.2,boxes,Pune,Airtight,2025-09-02 15:08:00,82,High,8.0,27.3,0.583,0.688,1
L01445,D0371,Bakery,Cooked Meal,12.2,kg,Mumbai,Open Tray,2025-09-02 00:48:00,47,Low,12.03,32.7,0.262,0.474,0
L01446,D0526,Restaurant,Desserts,2.3,boxes,Hyderabad,Airtight,2025-09-01 10:39:00,53,Low,5.34,29.0,0.534,0.603,1
L01447,D0608,Restaurant,Cooked Meal,7.8,boxes,Bengaluru,Covered Tray,2025-09-02 07:09:00,28,Medium,7.12,26.9,0.545,0.535,1
L01448,D0112,Event,Cooked Meal,0.5,boxes,Hyderabad,Covered Tray,2025-09-01 07:36:00,115,Medium,1.85,22.1,0.483,0.49,0
L01449,D0463,Event,Salads,3.5,kg,Pune,Sealed Box,2025-09-04 23:28:00,98,High,5.08,21.9,0.446,0.569,0
L01450,D0516,Caterer,Desserts,8.4,packs,Hyderabad,Airtight,2025-09-03 12:54:00,242,Medium,1.33,29.2,0.233,0.445,1
L01451,D0227,Restaurant,Beverage,2.5,kg,Pune,Cloth Wrap,2025-09-06 07:09:00,179,Low,4.04,26.0,0.218,0.415,0
L01452,D0630,HomeCook,Cooked Meal,0.5,plates,Hyderabad,Open Tray,2025-09-01 07:26:00,48,Low,9.83,26.9,0.242,0.432,0
L01453,D0045,HomeCook,Fruits,3.7,kg,Chennai,Airtight,2025-09-04 21:44:00,61,Medium,0.2,29.2,0.754,0.737,0
L01454,D0745,Restaurant,Cooked Meal,0.9,plates,Mumbai,Open Tray,2025-09-04 22:18:00,8,Low,2.52,27.1,0.42,0.572,1
L01455,D0675,Event,Cooked Meal,6.2,kg,Chennai,Airtight,2025-09-05 04:36:00,66,Medium,9.82,32.0,0.499,0.628,1
L01456,D0534,Restaurant,Cooked Meal,1.1,packs,Bengaluru,Airtight,2025-09-04 07:01:00,61,Low,7.56,34.6,0.487,0.586,1
L01457,D0309,Society,Beverage,0.5,plates,Bengaluru,Airtight,2025-09-02 23:48:00,237,Medium,0.66,28.2,0.305,0.432,0
L01458,D0470,Caterer,Cooked Meal,2.4,packs,Bengaluru,Covered Tray,2025-09-03 09:35:00,142,Medium,8.81,24.1,0.332,0.467,1
L01459,D0659,Restaurant,Cooked Meal,0.5,packs,Bengaluru,Covered Tray,2025-09-01 10:09:00,140,High,4.49,30.3,0.419,0.517,0
L01460,D0032,Society,Cooked Meal,5.5,kg,Mumbai,Airtight,2025-09-01 18:09:00,77,Medium,13.93,28.3,0.448,0.592,1
L01461,D0063,HomeCook,Cooked Meal,0.7,plates,Hyderabad,Covered Tray,2025-09-01 15:49:00,141,Low,5.3,27.0,0.318,0.529,1
L01462,D0491,HomeCook,Cooked Meal,1.3,plates,Mumbai,Sealed Box,2025-09-05 00:20:00,69,High,9.44,27.6,0.581,0.591,0
L01463,D0412,Restaurant,Cooked Meal,5.2,packs,Chennai,Sealed Box,2025-09-02 08:43:00,77,High,5.64,28.2,0.584,0.502,0
L01464,D0437,Restaurant,Cooked Meal,2.0,plates,Chennai,Airtight,2025-09-01 08:46:00,120,Medium,7.25,32.1,0.449,0.477,0
L01465,D0703,Restaurant,Cooked Meal,4.4,kg,Chennai,Airtight,2025-09-02 16:49:00,139,High,3.4,27.6,0.504,0.548,0
L01466,D0111,Restaurant,Desserts,3.5,packs,Pune,Covered Tray,2025-09-03 20:37:00,36,Medium,3.04,31.7,0.589,0.681,1
L01467,D0730,Event,Desserts,7.4,packs,Chennai,Open Tray,2025-09-03 00:14:00,58,High,7.07,31.9,0.417,0.599,1
L01468,D0455,Restaurant,Cooked Meal,6.0,plates,Bengaluru,Airtight,2025-09-01 08:25:00,106,Medium,11.69,31.1,0.451,0.646,1
L01469,D0076,HomeCook,Beverage,11.8,plates,Mumbai,Open Tray,2025-09-04 04:28:00,116,Medium,8.49,28.8,0.307,0.474,1
L01470,D0083,HomeCook,Baked Goods,6.5,boxes,Mumbai,Covered Tray,2025-09-01 07:32:00,207,Medium,9.57,27.2,0.223,0.328,0
L01471,D0330,Event,Cooked Meal,1.0,boxes,Hyderabad,Sealed Box,2025-09-01 07:18:00,96,Low,0.73,28.4,0.442,0.527,0
L01472,D0623,Restaurant,Cooked Meal,13.4,boxes,Delhi,Open Tray,2025-09-03 19:01:00,14,Low,4.48,39.5,0.369,0.509,0
L01473,D0068,HomeCook,Cooked Meal,4.0,boxes,Mumbai,Airtight,2025-09-01 18:40:00,147,Medium,0.96,27.3,0.494,0.615,1
L01474,D0130,Restaurant,Cooked Meal,15.7,kg,Chennai,Open Tray,2025-09-01 17:30:00,111,High,1.34,25.4,0.318,0.447,1
L01475,D0282,Caterer,Baked Goods,8.6,packs,Delhi,Airtight,2025-09-01 12:33:00,69,High,5.48,29.3,0.638,0.747,0
L01476,D0640,Society,Cooked Meal,3.5,boxes,Hyderabad,Open Tray,2025-09-08 15:08:00,145,Medium,13.24,27.3,0.201,0.474,1
L01477,D0649,HomeCook,Beverage,4.9,packs,Mumbai,Covered Tray,2025-09-02 17:45:00,167,Low,9.39,28.8,0.244,0.476,0
L01478,D0600,HomeCook,Cooked Meal,5.1,packs,Pune,Cloth Wrap,2025-09-05 02:08:00,20,Medium,7.37,26.8,0.307,0.444,0
L01479,D0562,Bakery,Cooked Meal,10.4,plates,Chennai,Covered Tray,2025-09-02 19:26:00,133,Medium,3.67,27.2,0.355,0.514,0
L01480,D0730,Caterer,Salads,1.5,boxes,Hyderabad,Sealed Box,2025-09-01 12:47:00,132,High,9.28,29.6,0.313,0.525,0
L01481,D0333,Restaurant,Cooked Meal,0.5,kg,Mumbai,Airtight,2025-09-07 18:35:00,142,Low,5.19,24.6,0.396,0.572,0
L01482,D0391,Restaurant,Beverage,5.8,kg,Chennai,Covered Tray,2025-09-08 00:53:00,78,High,3.45,27.1,0.602,0.574,0
L01483,D0612,Society,Baked Goods,2.4,plates,Hyderabad,Airtight,2025-09-04 02:40:00,65,Medium,2.92,30.5,0.581,0.675,0
L01484,D0544,HomeCook,Desserts,4.4,plates,Hyderabad,Open Tray,2025-09-06 09:42:00,108,High,6.1,25.5,0.336,0.513,0
L01485,D0302,Restaurant,Cooked Meal,3.5,boxes,Bengaluru,Open Tray,2025-09-02 21:33:00,53,Low,1.92,26.9,0.374,0.506,1
L01486,D0465,Event,Cooked Meal,10.9,boxes,Bengaluru,Sealed Box,2025-09-01 21:11:00,37,Low,3.39,31.2,0.513,0.687,0
L01487,D0620,Event,Beverage,2.2,plates,Pune,Cloth Wrap,2025-09-05 09:51:00,95,Low,2.74,35.0,0.269,0.459,0
L01488,D0441,HomeCook,Baked Goods,7.0,boxes,Hyderabad,Covered Tray,2025-09-01 20:15:00,11,Medium,0.2,28.2,0.642,0.674,0
L01489,D0719,Restaurant,Cooked Meal,3.1,packs,Bengaluru,Sealed Box,2025-09-02 05:50:00,47,Medium,7.39,27.3,0.578,0.673,1
L01490,D0118,HomeCook,Salads,8.0,packs,Hyderabad,Airtight,2025-09-06 12:31:00,219,Low,5.53,31.5,0.182,0.389,0
L01491,D0671,HomeCook,Cooked Meal,9.8,packs,Hyderabad,Sealed Box,2025-09-05 20:33:00,95,High,0.2,26.9,0.585,0.705,0
L01492,D0667,Event,Cooked Meal,11.5,kg,Delhi,Covered Tray,2025-09-01 19:25:00,126,Medium,1.06,30.5,0.43,0.566,0
L01493,D0788,Restaurant,Cooked Meal,6.2,boxes,Pune,Open Tray,2025-09-07 05:08:00,13,High,0.2,32.0,0.54,0.61,0
L01494,D0565,Restaurant,Baked Goods,1.0,plates,Hyderabad,Covered Tray,2025-09-01 12:09:00,159,High,12.34,31.4,0.324,0.46,0
L01495,D0739,Bakery,Fruits,6.1,plates,Mumbai,Airtight,2025-09-01 09:30:00,87,High,10.01,26.6,0.528,0.665,1
L01496,D0221,Society,Baked Goods,1.9,plates,Hyderabad,Airtight,2025-09-01 07:47:00,104,Medium,5.94,32.6,0.445,0.561,0
L01497,D0441,Society,Fruits,12.2,boxes,Delhi,Open Tray,2025-09-03 02:50:00,181,High,10.19,29.8,0.191,0.424,0
L01498,D0463,Event,Cooked Meal,16.4,kg,Pune,Open Tray,2025-09-01 15:20:00,54,Medium,0.2,35.8,0.481,0.62,1
L01499,D0234,Bakery,Desserts,5.5,packs,Mumbai,Open Tray,2025-09-04 12:31:00,106,Medium,3.26,23.9,0.333,0.521,0
L01500,D0424,Restaurant,Baked Goods,12.3,kg,Bengaluru,Airtight,2025-09-02 14:23:00,163,High,5.6,27.7,0.429,0.66,1
L01501,D0348,Restaurant,Cooked Meal,1.3,packs,Chennai,Covered Tray,2025-09-02 00:37:00,97,Medium,5.86,25.5,0.429,0.52,0
L01502,D0465,Restaurant,Desserts,0.5,plates,Delhi,Covered Tray,2025-09-01 09:36:00,119,High,2.0,31.1,0.406,0.488,0
L01503,D0409,Bakery,Cooked Meal,1.6,packs,Pune,Cloth Wrap,2025-09-05 17:29:00,124,High,1.72,34.8,0.272,0.457,1
L01504,D0426,Society,Cooked Meal,2.9,boxes,Pune,Sealed Box,2025-09-02 01:58:00,92,Medium,7.16,34.3,0.549,0.586,1
L01505,D0748,Restaurant,Cooked Meal,11.6,plates,Pune,Open Tray,2025-09-01 08:07:00,170,Medium,8.02,29.3,0.215,0.366,0
L01506,D0098,Restaurant,Cooked Meal,12.9,kg,Bengaluru,Open Tray,2025-09-02 22:14:00,147,High,5.16,34.6,0.345,0.534,1
L01507,D0321,Event,Salads,2.3,kg,Delhi,Airtight,2025-09-03 09:14:00,87,High,4.5,27.5,0.506,0.694,1
L01508,D0438,Restaurant,Baked Goods,1.5,packs,Bengaluru,Covered Tray,2025-09-05 13:11:00,238,Medium,4.28,28.4,0.184,0.471,1
L01509,D0321,Restaurant,Cooked Meal,5.5,boxes,Chennai,Open Tray,2025-09-03 04:36:00,17,High,0.2,28.7,0.497,0.579,0
L01510,D0682,HomeCook,Cooked Meal,4.5,packs,Hyderabad,Airtight,2025-09-03 13:08:00,87,High,2.28,32.3,0.604,0.656,0
L01511,D0262,Restaurant,Cooked Meal,5.7,boxes,Delhi,Airtight,2025-09-02 00:54:00,207,Low,9.59,29.3,0.294,0.442,1
L01512,D0384,Society,Baked Goods,7.8,kg,Chennai,Airtight,2025-09-01 23:19:00,125,Medium,4.91,31.2,0.44,0.527,0
L01513,D0157,Society,Desserts,2.5,plates,Hyderabad,Airtight,2025-09-01 16:58:00,139,Low,5.85,28.1,0.385,0.415,1
L01514,D0704,Restaurant,Baked Goods,7.1,packs,Chennai,Open Tray,2025-09-04 07:19:00,27,Medium,4.65,31.4,0.486,0.567,1
L01515,D0486,Restaurant,Beverage,2.8,kg,Chennai,Cloth Wrap,2025-09-01 10:02:00,164,Low,8.39,28.9,0.136,0.381,0
L01516,D0069,HomeCook,Salads,1.9,kg,Delhi,Covered Tray,2025-09-06 20:10:00,68,Medium,3.55,24.8,0.388,0.521,1
L01517,D0094,Restaurant,Desserts,4.0,boxes,Chennai,Cloth Wrap,2025-09-01 12:17:00,80,Low,5.45,28.0,0.202,0.401,0
L01518,D0088,Restaurant,Cooked Meal,3.4,boxes,Hyderabad,Open Tray,2025-09-02 04:14:00,142,Low,8.67,25.2,0.182,0.368,1
L01519,D0096,Bakery,Desserts,2.4,kg,Chennai,Open Tray,2025-09-03 14:15:00,32,Medium,7.67,26.4,0.388,0.523,0
L01520,D0099,Event,Cooked Meal,7.2,kg,Delhi,Sealed Box,2025-09-03 09:08:00,16,Medium,2.31,30.9,0.695,0.725,1
L01521,D0763,HomeCook,Cooked Meal,1.5,packs,Hyderabad,Sealed Box,2025-09-06 17:55:00,256,Medium,2.92,32.9,0.212,0.314,0
L01522,D0757,Event,Desserts,7.3,plates,Hyderabad,Airtight,2025-09-05 02:10:00,85,Low,0.24,35.5,0.44,0.468,0
L01523,D0382,Restaurant,Baked Goods,9.0,kg,Delhi,Open Tray,2025-09-02 17:39:00,87,Medium,7.2,28.9,0.296,0.604,0
L01524,D0134,Restaurant,Baked Goods,3.4,plates,Bengaluru,Cloth Wrap,2025-09-01 23:44:00,40,High,11.9,31.6,0.239,0.405,0
L01525,D0570,Bakery,Cooked Meal,9.1,packs,Mumbai,Sealed Box,2025-09-02 15:07:00,96,High,5.05,31.1,0.552,0.635,1
L01526,D0062,Event,Beverage,0.7,packs,Hyderabad,Sealed Box,2025-09-02 06:00:00,79,Medium,0.2,29.1,0.608,0.672,1
L01527,D0601,Restaurant,Baked Goods,3.1,boxes,Hyderabad,Covered Tray,2025-09-01 15:33:00,85,Medium,8.77,29.2,0.408,0.531,0
L01528,D0576,Restaurant,Salads,12.7,packs,Pune,Covered Tray,2025-09-07 03:51:00,138,High,4.34,27.1,0.349,0.541,1
L01529,D0576,Bakery,Cooked Meal,2.2,kg,Delhi,Open Tray,2025-09-04 20:32:00,84,High,0.2,29.1,0.417,0.6,0
L01530,D0338,Society,Baked Goods,1.3,boxes,Chennai,Open Tray,2025-09-02 13:46:00,76,Low,8.32,28.1,0.259,0.466,0
L01531,D0687,HomeCook,Salads,20.6,packs,Mumbai,Sealed Box,2025-09-06 10:06:00,22,High,4.94,34.1,0.576,0.667,1
L01532,D0126,HomeCook,Cooked Meal,1.0,plates,Hyderabad,Open Tray,2025-09-01 23:02:00,79,Low,0.2,26.3,0.307,0.493,1
L01533,D0421,Restaurant,Baked Goods,6.3,packs,Mumbai,Airtight,2025-09-02 06:13:00,188,Low,7.9,23.3,0.269,0.535,0
L01534,D0363,Bakery,Fruits,1.6,boxes,Hyderabad,Airtight,2025-09-01 23:50:00,163,Low,5.42,29.8,0.304,0.394,1
L01535,D0682,Caterer,Desserts,4.2,plates,Pune,Open Tray,2025-09-01 19:43:00,6,Low,9.9,29.5,0.325,0.479,1
L01536,D0769,HomeCook,Desserts,2.3,packs,Chennai,Sealed Box,2025-09-03 17:58:00,136,Low,2.75,26.9,0.351,0.447,0
L01537,D0434,Restaurant,Cooked Meal,4.9,boxes,Bengaluru,Covered Tray,2025-09-01 08:01:00,185,Low,5.47,24.3,0.182,0.41,0
L01538,D0739,Restaurant,Baked Goods,1.9,plates,Pune,Open Tray,2025-09-06 17:25:00,126,Low,7.51,26.2,0.165,0.398,1
L01539,D0053,Bakery,Cooked Meal,8.5,kg,Pune,Sealed Box,2025-09-02 09:38:00,92,Medium,0.2,27.3,0.586,0.644,0
L01540,D0295,Restaurant,Baked Goods,3.9,boxes,Bengaluru,Covered Tray,2025-09-02 03:27:00,59,High,4.46,35.0,0.589,0.725,1
L01541,D0615,Bakery,Cooked Meal,38.2,kg,Chennai,Airtight,2025-09-04 11:50:00,38,High,3.99,30.5,0.774,0.862,1
L01542,D0320,Society,Cooked Meal,0.7,kg,Chennai,Covered Tray,2025-09-03 06:45:00,199,High,5.48,30.5,0.279,0.516,0
L01543,D0361,Bakery,Desserts,3.3,packs,Chennai,Sealed Box,2025-09-04 21:57:00,132,Medium,6.79,25.6,0.421,0.566,1
L01544,D0107,Society,Cooked Meal,7.9,plates,Pune,Airtight,2025-09-03 08:02:00,149,Low,3.25,32.5,0.433,0.535,0
L01545,D0592,Restaurant,Beverage,4.9,plates,Hyderabad,Covered Tray,2025-09-02 11:32:00,21,Medium,7.35,33.0,0.64,0.784,1
L01546,D0520,Restaurant,Desserts,8.8,plates,Chennai,Open Tray,2025-09-04 08:36:00,158,High,3.82,31.4,0.254,0.357,0
L01547,D0218,Restaurant,Cooked Meal,0.8,boxes,Delhi,Airtight,2025-09-04 07:18:00,60,Medium,6.2,32.2,0.538,0.636,1
L01548,D0159,HomeCook,Cooked Meal,10.8,boxes,Bengaluru,Airtight,2025-09-06 13:13:00,158,Medium,7.09,27.6,0.387,0.618,1
L01549,D0673,Restaurant,Beverage,1.2,packs,Pune,Covered Tray,2025-09-01 20:54:00,90,Medium,4.14,29.2,0.462,0.602,1
L01550,D0494,Event,Salads,0.8,packs,Bengaluru,Covered Tray,2025-09-01 20:23:00,77,Medium,7.94,25.6,0.33,0.492,0
L01551,D0230,Society,Cooked Meal,11.0,plates,Hyderabad,Cloth Wrap,2025-09-01 15:01:00,127,Low,15.97,29.5,0.165,0.428,0
L01552,D0111,Caterer,Cooked Meal,3.8,packs,Mumbai,Airtight,2025-09-01 23:35:00,57,Low,6.15,31.1,0.506,0.635,1
L01553,D0359,Restaurant,Baked Goods,11.7,packs,Pune,Airtight,2025-09-03 18:34:00,53,Medium,0.2,30.8,0.666,0.651,0
L01554,D0570,HomeCook,Beverage,4.3,packs,Delhi,Open Tray,2025-09-08 05:14:00,127,Low,9.92,24.9,0.268,0.463,0
L01555,D0377,HomeCook,Baked Goods,1.9,packs,Mumbai,Open Tray,2025-09-03 15:37:00,124,Medium,1.05,32.5,0.335,0.504,0
L01556,D0118,Event,Salads,1.7,boxes,Hyderabad,Covered Tray,2025-09-02 10:37:00,105,High,4.5,30.1,0.356,0.492,1
L01557,D0781,Society,Cooked Meal,4.8,kg,Hyderabad,Cloth Wrap,2025-09-04 01:57:00,31,Medium,3.86,31.2,0.306,0.399,0
L01558,D0286,Restaurant,Fruits,1.1,plates,Bengaluru,Covered Tray,2025-09-04 15:00:00,32,Low,3.03,28.5,0.579,0.698,0
L01559,D0588,Bakery,Fruits,23.7,plates,Hyderabad,Covered Tray,2025-09-12 18:03:00,89,Medium,5.09,34.7,0.487,0.659,0
L01560,D0232,HomeCook,Cooked Meal,8.0,packs,Chennai,Open Tray,2025-09-02 11:14:00,113,High,10.46,29.1,0.264,0.573,1
L01561,D0440,Society,Fruits,10.8,plates,Bengaluru,Covered Tray,2025-09-04 05:13:00,82,Low,1.73,29.4,0.462,0.531,1
L01562,D0575,Restaurant,Baked Goods,3.2,packs,Delhi,Airtight,2025-09-04 06:23:00,145,Medium,0.2,27.5,0.509,0.553,1
L01563,D0786,Restaurant,Baked Goods,7.6,boxes,Mumbai,Airtight,2025-09-02 11:10:00,137,Low,9.37,28.2,0.276,0.473,1
L01564,D0637,Caterer,Cooked Meal,0.5,kg,Mumbai,Covered Tray,2025-09-04 08:00:00,60,Medium,0.2,33.4,0.568,0.685,1
L01565,D0629,HomeCook,Baked Goods,2.5,kg,Pune,Airtight,2025-09-01 10:35:00,224,Medium,5.29,27.0,0.263,0.457,0
L01566,D0692,Event,Cooked Meal,2.5,boxes,Delhi,Airtight,2025-09-02 01:50:00,109,Low,13.51,23.6,0.321,0.562,1
L01567,D0659,Caterer,Fruits,9.6,plates,Delhi,Airtight,2025-09-01 18:43:00,47,Medium,3.6,29.6,0.7,0.796,0
L01568,D0571,Restaurant,Baked Goods,10.7,plates,Chennai,Open Tray,2025-09-08 14:29:00,157,High,7.01,23.6,0.239,0.344,0
L01569,D0027,Restaurant,Salads,7.5,packs,Bengaluru,Airtight,2025-09-04 21:32:00,62,High,0.2,25.3,0.571,0.65,0
L01570,D0624,Event,Baked Goods,10.5,packs,Chennai,Sealed Box,2025-09-01 10:58:00,16,High,7.92,29.3,0.655,0.701,0
L01571,D0674,Event,Baked Goods,2.4,boxes,Mumbai,Open Tray,2025-09-01 17:54:00,42,Medium,2.12,27.2,0.363,0.506,0
L01572,D0711,HomeCook,Fruits,2.1,boxes,Pune,Sealed Box,2025-09-02 01:39:00,41,Medium,12.05,30.3,0.602,0.677,1
L01573,D0274,Restaurant,Baked Goods,29.9,packs,Bengaluru,Sealed Box,2025-09-02 10:04:00,58,Medium,4.2,28.1,0.538,0.82,1
L01574,D0030,Event,Cooked Meal,3.7,plates,Hyderabad,Sealed Box,2025-09-02 09:40:00,97,High,9.58,32.7,0.451,0.572,0
L01575,D0185,Event,Desserts,0.6,plates,Pune,Sealed Box,2025-09-02 01:50:00,113,Medium,5.74,29.8,0.463,0.415,1
L01576,D0280,Bakery,Salads,2.8,boxes,Bengaluru,Covered Tray,2025-09-01 18:20:00,45,Low,8.02,30.8,0.306,0.446,0
L01577,D0720,HomeCook,Cooked Meal,0.5,packs,Delhi,Sealed Box,2025-09-02 13:03:00,103,Medium,9.38,27.1,0.448,0.508,1
L01578,D0781,Event,Salads,11.1,packs,Chennai,Covered Tray,2025-09-01 08:37:00,66,Medium,3.74,29.6,0.384,0.604,1
L01579,D0317,Caterer,Beverage,0.5,plates,Pune,Covered Tray,2025-09-01 10:34:00,5,Low,8.53,31.2,0.483,0.553,1
